cityid_ppn,cityid_a,cityid_b,cityid_t,city,state,country,state_code,country_code,latitude,longitude,hotel_count,mod_date_time
800000000,,,3000000039,Cooper Landing,Alaska,United States,AK,US,60.49,-149.834,1,5/4/17 17:49
800000004,99895,20005128,3000000051,Eagle River,Alaska,United States,AK,US,61.3154,-149.5613,1,5/4/17 17:49
800000005,514296,20005264,3000000090,Kasilof,Alaska,United States,AK,US,60.3375,-151.274,4,5/4/17 17:49
800000008,103853,20000038,3000000209,Alabaster,Alabama,United States,AL,US,33.2442,-86.8164,2,5/4/17 17:49
800000009,99547,20000105,3000000221,Arab,Alabama,United States,AL,US,34.3181,-86.4958,1,5/4/17 17:49
800000011,,20000433,3000000250,Boaz,Alabama,United States,AL,US,34.2006,-86.1664,2,5/4/17 17:49
800000016,99746,,3000000279,Centre,Alabama,United States,AL,US,34.1519,-85.6789,1,5/4/17 17:49
800000017,,20000835,3000000285,Childersburg,Alabama,United States,AL,US,33.2781,-86.355,2,5/4/17 17:49
800000018,,20001013,3000000302,Cottondale,Alabama,United States,AL,US,33.1894,-87.4517,2,5/4/17 17:49
800000020,99847,,3000000315,Daleville,Alabama,United States,AL,US,31.31,-85.7131,1,5/4/17 17:49
800000021,22740,20001173,3000000325,Demopolis,Alabama,United States,AL,US,32.5175,-87.8364,5,5/4/17 17:49
800000023,22636,,3000000339,Eight Mile,Alabama,United States,AL,US,30.7633,-88.1269,2,5/4/17 17:49
800000024,514371,,3000000343,Elkmont,Alabama,United States,AL,US,34.9289,-86.9739,1,5/4/17 17:49
800000025,99947,20001413,3000000354,Eutaw,Alabama,United States,AL,US,32.8406,-87.8875,2,5/4/17 17:49
800000027,99951,20001418,3000000356,Evergreen,Alabama,United States,AL,US,31.4333,-86.9569,4,5/4/17 17:49
800000031,100084,,3000000418,Hanceville,Alabama,United States,AL,US,34.0606,-86.7675,1,5/4/17 17:49
800000032,23416,20001926,3000000422,Hartselle,Alabama,United States,AL,US,34.4433,-86.9353,2,5/4/17 17:49
800000033,100291,20002504,3000000477,Lincoln,Alabama,United States,AL,US,33.6131,-86.1183,3,5/4/17 17:49
800000034,,20002542,3000000482,Livingston,Alabama,United States,AL,US,32.5842,-88.1872,1,5/4/17 17:49
800000035,100415,20002846,3000000506,Millbrook,Alabama,United States,AL,US,32.4797,-86.3619,3,5/4/17 17:49
800000036,,20002909,3000000515,Moody,Alabama,United States,AL,US,33.5908,-86.4908,3,5/4/17 17:49
800000037,,20002953,3000000518,Moulton,Alabama,United States,AL,US,34.4811,-87.2933,1,5/4/17 17:49
800000038,100515,20003176,3000000536,Northport,Alabama,United States,AL,US,33.2289,-87.5772,3,5/4/17 17:49
800000039,514213,,3000000541,Oneonta,Alabama,United States,AL,US,33.9481,-86.4728,1,5/4/17 17:49
800000040,,,3000000546,Owens Cross Roads,Alabama,United States,AL,US,34.5881,-86.4589,1,5/4/17 17:49
800000042,,20003685,3000000573,Rainsville,Alabama,United States,AL,US,34.4942,-85.8478,1,5/4/17 17:49
800000043,100677,,3000000584,Riverside,Alabama,United States,AL,US,33.6061,-86.2044,1,5/4/17 17:49
800000045,104715,20003903,3000000589,Russellville,Alabama,United States,AL,US,34.5078,-87.7286,2,5/4/17 17:49
800000046,,20003977,3000000598,Satsuma,Alabama,United States,AL,US,30.8531,-88.0561,2,5/4/17 17:49
800000047,22591,20004063,3000000606,Sheffield,Alabama,United States,AL,US,34.765,-87.6986,2,5/4/17 17:49
800000052,,20007820,3000000725,Beebe,Arkansas,United States,AR,US,35.0706,-91.8794,3,5/4/17 17:49
800000053,,20007832,3000000728,Bella Vista,Arkansas,United States,AR,US,36.4814,-94.2731,3,5/4/17 17:49
800000054,99698,20008076,3000000764,Cabot,Arkansas,United States,AR,US,34.9744,-92.0164,4,5/4/17 17:49
800000055,22389,,3000000768,Camden,Arkansas,United States,AR,US,33.5844,-92.8342,3,5/4/17 17:49
800000057,99793,20008249,3000000794,Clinton,Arkansas,United States,AR,US,35.5914,-92.4603,2,5/4/17 17:49
800000060,,20008540,3000000836,Dumas,Arkansas,United States,AR,US,33.8869,-91.4917,2,5/4/17 17:49
800000061,21209,,3000000857,Fairfield Bay,Arkansas,United States,AR,US,35.5942,-92.2778,1,5/4/17 17:49
800000062,,20008735,3000000864,Fordyce,Arkansas,United States,AR,US,33.8136,-92.4128,4,5/4/17 17:49
800000066,104269,20009036,3000000919,Heber Springs,Arkansas,United States,AR,US,35.4914,-92.0311,4,5/4/17 17:49
800000070,100246,20009339,3000000970,Lake Village,Arkansas,United States,AR,US,33.3286,-91.2817,1,5/4/17 17:49
800000071,,20009493,3000000991,Lowell,Arkansas,United States,AR,US,36.2553,-94.1306,1,5/4/17 17:49
800000073,23172,20009534,3000000997,Magnolia,Arkansas,United States,AR,US,33.2669,-93.2392,8,5/4/17 17:49
800000075,,,3000001017,Mc Gehee,Arkansas,United States,AR,US,33.6285,-91.3656,1,5/4/17 17:49
800000076,100447,20009731,3000001030,Morrilton,Arkansas,United States,AR,US,35.1508,-92.7439,5,5/4/17 17:49
800000077,100548,20010001,3000001065,Osceola,Arkansas,United States,AR,US,35.7051,-89.9695,4,5/4/17 17:49
800000079,100790,,3000001152,Smackover,Arkansas,United States,AR,US,33.3647,-92.7247,1,5/4/17 17:49
800000080,104852,20010667,3000001160,Star City,Arkansas,United States,AR,US,33.9428,-91.8433,2,5/4/17 17:49
800000081,100835,20010704,3000001167,Stuttgart,Arkansas,United States,AR,US,34.5003,-91.5525,3,5/4/17 17:49
800000083,514098,20011031,3000001212,West Helena,Arkansas,United States,AR,US,34.5506,-90.6417,2,5/4/17 17:49
800000085,100997,,3000001234,Wynne,Arkansas,United States,AR,US,35.2244,-90.7867,1,5/4/17 17:49
800000087,,20005849,3000001250,Buckeye,Arizona,United States,AZ,US,33.3703,-112.583,2,5/4/17 17:49
800000088,,20005952,3000001256,Chambers,Arizona,United States,AZ,US,35.1886,-109.433,1,5/4/17 17:49
800000091,201341,20006161,3000001276,Douglas,Arizona,United States,AZ,US,31.3444,-109.545,4,5/4/17 17:49
800000093,,,3000001287,Fort McDowell,Arizona,United States,AZ,US,33.6367,-111.674,1,5/4/17 17:49
800000095,104268,20006399,3000001300,Heber,Arizona,United States,AZ,US,34.4314,-110.593,1,5/4/17 17:49
800000098,,,3000001325,Marble Canyon,Arizona,United States,AZ,US,36.8191,-111.7326,1,5/4/17 17:49
800000100,104616,20006852,3000001341,Parker,Arizona,United States,AZ,US,34.15,-114.288,4,5/4/17 17:49
800000101,,20006871,3000001345,Peach Springs,Arizona,United States,AZ,US,35.5292,-113.425,2,5/4/17 17:49
800000105,100706,20007073,3000001364,Safford,Arizona,United States,AZ,US,32.8339,-109.707,7,5/4/17 17:49
800000107,100797,20007208,3000001380,Snowflake,Arizona,United States,AZ,US,34.5133,-110.078,3,5/4/17 17:49
800000110,100852,20007348,3000001392,Thatcher,Arizona,United States,AZ,US,32.8492,-109.759,3,5/4/17 17:49
800000111,17678,20007414,3000001400,Tuba City,Arizona,United States,AZ,US,36.135,-111.239,3,5/4/17 17:49
800000112,,20007512,3000001405,Wellton,Arizona,United States,AZ,US,32.6728,-114.146,1,5/4/17 17:49
800000113,100969,20007559,3000001408,Willcox,Arizona,United States,AZ,US,32.2528,-109.831,8,5/4/17 17:49
800000115,99503,20011218,3000001418,Adelanto,California,United States,CA,US,34.5828,-117.408,2,5/4/17 17:49
800000116,99513,20011265,3000001428,Alhambra,California,United States,CA,US,34.0953,-118.126,7,5/4/17 17:49
800000117,,,3000001436,Alviso,California,United States,CA,US,37.4261,-121.974,1,5/4/17 17:49
800000118,99546,20011357,3000001449,Aptos,California,United States,CA,US,36.9772,-121.898,6,5/4/17 17:49
800000124,23356,20011740,3000001510,Borrego Springs,California,United States,CA,US,33.2558,-116.374,39,5/4/17 17:49
800000126,23148,20011793,3000001518,Bridgeport,California,United States,CA,US,38.2558,-119.23,8,5/4/17 17:49
800000128,21995,,3000001555,Canyon Country,California,United States,CA,US,34.4243,-118.4386,2,5/4/17 17:49
800000129,23151,20012015,3000001558,Capistrano Beach,California,United States,CA,US,33.4625,-117.671,9,5/4/17 17:49
800000136,21784,20012371,3000001630,Covina,California,United States,CA,US,34.09,-117.889,2,5/4/17 17:49
800000141,104156,,3000001712,Exeter,California,United States,CA,US,36.2961,-119.141,1,5/4/17 17:49
800000142,104167,,3000001724,Fillmore,California,United States,CA,US,34.3992,-118.917,1,5/4/17 17:49
800000144,22047,,3000001745,Frazier Park,California,United States,CA,US,34.8228,-118.944,1,5/4/17 17:49
800000146,,20013139,3000001763,Geyserville,California,United States,CA,US,38.7078,-122.901,7,5/4/17 17:49
800000149,22760,20013692,3000001847,Jackson,California,United States,CA,US,38.3489,-120.773,5,5/4/17 17:49
800000151,100198,20013745,3000001855,Joshua Tree,California,United States,CA,US,34.1347,-116.312,8,5/4/17 17:49
800000152,104326,20013754,3000001858,June Lake,California,United States,CA,US,37.7797,-119.074,34,5/4/17 17:49
800000154,104337,20013811,3000001864,Kettleman City,California,United States,CA,US,36.0083,-119.961,2,5/4/17 17:49
800000155,,20013844,3000001869,Klamath,California,United States,CA,US,41.5267,-124.037,1,5/4/17 17:49
800000157,,20013897,3000001885,La Palma,California,United States,CA,US,33.8464,-118.046,1,5/4/17 17:49
800000162,100268,20014040,3000001914,Lebec,California,United States,CA,US,34.8417,-118.864,2,5/4/17 17:49
800000163,100271,20014042,3000001915,Lee Vining,California,United States,CA,US,37.9575,-119.121,3,5/4/17 17:49
800000164,514280,,3000001917,Lemon Cove,California,United States,CA,US,36.3953,-118.9777,1,5/4/17 17:49
800000166,100300,,3000001926,Littleriver,California,United States,CA,US,39.2634,-123.738,2,5/4/17 17:49
800000170,23188,20014178,3000001946,Los Altos,California,United States,CA,US,37.3853,-122.113,4,5/4/17 17:49
800000172,,20014199,3000001954,Lost Hills,California,United States,CA,US,35.6164,-119.693,2,5/4/17 17:49
800000175,514257,,3000001991,Mccloud,California,United States,CA,US,41.2558,-122.138,2,5/4/17 17:49
800000176,,,3000001998,Mendota,California,United States,CA,US,36.7536,-120.381,1,5/4/17 17:49
800000179,104484,20014544,3000002022,Mokelumne Hill,California,United States,CA,US,38.3006,-120.705,1,5/4/17 17:49
800000181,100472,20014685,3000002047,Murrieta,California,United States,CA,US,33.5608,-117.2107,4,5/4/17 17:49
800000182,,,3000002055,Newberry Springs,California,United States,CA,US,34.8272,-116.688,1,5/4/17 17:49
800000183,23540,,3000002058,Newhall,California,United States,CA,US,34.3847,-118.53,1,5/4/17 17:49
800000184,,,3000002061,Newport Coast,California,United States,CA,US,33.5904,-117.8327,1,5/4/17 17:49
800000186,,,3000002066,Nipomo,California,United States,CA,US,35.0428,-120.475,1,5/4/17 17:49
800000187,,20014836,3000002076,Northridge,California,United States,CA,US,34.2283,-118.536,3,5/4/17 17:49
800000188,,20014899,3000002087,Occidental,California,United States,CA,US,38.4075,-122.947,2,5/4/17 17:49
800000190,21220,20015114,3000002129,Patterson,California,United States,CA,US,37.4717,-121.129,1,5/4/17 17:49
800000207,14595,,3000002287,Scotts Valley,California,United States,CA,US,37.0511,-122.014,1,5/4/17 17:49
800000213,23262,20016288,3000002362,Sutter Creek,California,United States,CA,US,38.3931,-120.801,5,5/4/17 17:49
800000214,,,3000002375,Temple City,California,United States,CA,US,34.1072,-118.057,1,5/4/17 17:49
800000216,20596,,3000002382,Thousand Palms,California,United States,CA,US,33.82,-116.389,1,5/4/17 17:49
800000219,,20016512,3000002405,Tustin,California,United States,CA,US,33.7458,-117.825,5,5/4/17 17:49
800000222,100907,20016698,3000002435,Walnut,California,United States,CA,US,34.0203,-117.864,2,5/4/17 17:49
800000223,100913,20016720,3000002439,Wasco,California,United States,CA,US,35.5942,-119.34,3,5/4/17 17:49
800000226,,20011997,3000001552,Canoga Park,California,United States,CA,US,34.2011,-118.597,7,5/4/17 17:49
800000231,99682,20017177,3000002537,Brush,Colorado,United States,CO,US,40.2589,-103.623,2,5/4/17 17:49
800000232,99692,20017191,3000002539,Burlington,Colorado,United States,CO,US,39.3061,-102.269,8,5/4/17 17:49
800000235,23015,20017214,3000002545,Carbondale,Colorado,United States,CO,US,39.4022,-107.211,4,5/4/17 17:49
800000236,99791,,3000002554,Clifton,Colorado,United States,CO,US,39.0919,-108.448,1,5/4/17 17:49
800000241,99992,20017478,3000002602,Fort Morgan,Colorado,United States,CO,US,40.2503,-103.799,6,5/4/17 17:49
800000242,22044,20017481,3000002603,Fountain,Colorado,United States,CO,US,38.6822,-104.7,2,5/4/17 17:49
800000243,,20017511,3000002608,Gateway,Colorado,United States,CO,US,38.6808,-108.9769,1,5/4/17 17:49
800000244,22678,,3000002629,Henderson,Colorado,United States,CO,US,39.9206,-104.865,2,5/4/17 17:49
800000246,,,3000002639,Idaho Springs,Colorado,United States,CO,US,39.7425,-105.513,1,5/4/17 17:49
800000249,,20017798,3000002668,Leadville,Colorado,United States,CO,US,39.2508,-106.292,8,5/4/17 17:49
800000251,104489,20017936,3000002695,Monte Vista,Colorado,United States,CO,US,37.5792,-106.147,3,5/4/17 17:49
800000252,,,3000002698,Morrison,Colorado,United States,CO,US,39.6536,-105.191,1,5/4/17 17:49
800000254,23716,20017973,3000002703,New Castle,Colorado,United States,CO,US,39.5728,-107.536,1,5/4/17 17:49
800000256,100565,20018043,3000002719,Palisade,Colorado,United States,CO,US,39.1103,-108.35,2,5/4/17 17:49
800000260,21480,20018166,3000002743,Ridgway,Colorado,United States,CO,US,38.1528,-107.761,5,5/4/17 17:49
800000265,100831,,3000002772,Stratton,Colorado,United States,CO,US,39.3033,-102.604,1,5/4/17 17:49
800000267,,20018457,3000002788,Walsenburg,Colorado,United States,CO,US,37.6242,-104.78,4,5/4/17 17:49
800000268,,20018479,3000002793,Wellington,Colorado,United States,CO,US,40.7039,-105.008,1,5/4/17 17:49
800000269,671227,,3000002802,Windsor,Colorado,United States,CO,US,40.4775,-104.901,1,5/4/17 17:49
800000270,105019,,3000002803,Woodland Park,Colorado,United States,CO,US,38.9939,-105.056,2,5/4/17 17:49
800000273,78745,20018632,3000002829,Brooklyn,Connecticut,United States,CT,US,41.7881,-71.9503,1,5/4/17 17:49
800000278,22023,20018760,3000002862,East Haven,Connecticut,United States,CT,US,41.2761,-72.8689,1,5/4/17 17:49
800000279,17110,20018898,3000002886,Hartford,Connecticut,United States,CT,US,41.7636,-72.6856,11,5/4/17 17:49
800000280,,,3000002891,Jewett City,Connecticut,United States,CT,US,41.6067,-71.9814,1,5/4/17 17:49
800000285,23429,20019011,3000002900,Madison,Connecticut,United States,CT,US,41.2794,-72.5989,3,5/4/17 17:49
800000287,100404,20019044,3000002907,Middletown,Connecticut,United States,CT,US,41.5622,-72.6511,4,5/4/17 17:49
800000288,100479,20019092,3000002915,Naugatuck,Connecticut,United States,CT,US,41.4858,-73.0511,2,5/4/17 17:49
800000289,22072,20019097,3000002916,New Britain,Connecticut,United States,CT,US,41.6611,-72.78,1,5/4/17 17:49
800000291,,20019112,3000002924,Newington,Connecticut,United States,CT,US,41.6978,-72.7242,2,5/4/17 17:49
800000293,104560,20019118,3000002927,Norfolk,Connecticut,United States,CT,US,41.9939,-73.2025,2,5/4/17 17:49
800000295,100610,20019223,3000002950,Plantsville,Connecticut,United States,CT,US,41.5836,-72.8928,2,5/4/17 17:49
800000296,671209,20019249,3000002955,Preston,Connecticut,United States,CT,US,41.5268,-71.9821,4,5/4/17 17:49
800000297,,,3000002961,Riverside,Connecticut,United States,CT,US,41.0336,-73.5786,1,5/4/17 17:49
800000298,,20019382,3000002982,Southport,Connecticut,United States,CT,US,41.1364,-73.2839,1,5/4/17 17:49
800000301,23165,900053963,3000003007,Waterford,Connecticut,United States,CT,US,41.3534,-72.1651,2,5/4/17 17:49
800000303,100975,,3000003021,Willington,Connecticut,United States,CT,US,41.8967,-72.264,1,5/4/17 17:49
800000305,22355,20019682,3000003034,Bethany Beach,Delaware,United States,DE,US,38.538,-75.0589,8,5/4/17 17:49
800000307,,20020105,3000003049,Georgetown,Delaware,United States,DE,US,38.69,-75.3858,3,5/4/17 17:49
800000311,100795,20020881,3000003072,Smyrna,Delaware,United States,DE,US,39.2997,-75.605,2,5/4/17 17:49
800000312,103867,20021365,3000003084,Apalachicola,Florida,United States,FL,US,29.7256,-84.9833,6,5/4/17 17:49
800000314,99565,20021409,3000003093,Avon Park,Florida,United States,FL,US,27.5956,-81.5064,4,5/4/17 17:49
800000316,,20021623,3000003108,Bonifay,Florida,United States,FL,US,30.7917,-85.6797,3,5/4/17 17:49
800000317,103944,,3000003110,Bowling Green,Florida,United States,FL,US,27.6381,-81.8242,1,5/4/17 17:49
800000319,21203,20021828,3000003137,Chiefland,Florida,United States,FL,US,29.4747,-82.86,2,5/4/17 17:49
800000320,,20022069,3000003166,Deltona,Florida,United States,FL,US,28.9003,-81.2639,1,5/4/17 17:49
800000321,99902,,3000003174,East Palatka,Florida,United States,FL,US,29.6581,-81.5986,1,5/4/17 17:49
800000322,99911,20022165,3000003177,Edgewater,Florida,United States,FL,US,28.9886,-80.9025,49,5/4/17 17:49
800000323,99925,,3000003179,Elkton,Florida,United States,FL,US,29.7828,-81.4261,1,5/4/17 17:49
800000327,22777,20022516,3000003219,Gulf Breeze,Florida,United States,FL,US,30.3569,-87.1639,5,5/4/17 17:49
800000330,100117,20022600,3000003226,Hernando,Florida,United States,FL,US,28.8997,-82.3747,3,5/4/17 17:49
800000333,,,3000003264,Labelle,Florida,United States,FL,US,26.6038,-81.3464,1,5/4/17 17:49
800000338,22287,,3000003293,Lynn Haven,Florida,United States,FL,US,30.2453,-85.6483,2,5/4/17 17:49
800000339,22296,20023072,3000003294,Macclenny,Florida,United States,FL,US,30.2819,-82.1222,3,5/4/17 17:49
800000341,22285,,3000003310,Merritt Island,Florida,United States,FL,US,28.2756,-80.6676,1,5/4/17 17:49
800000343,100439,,3000003317,Monticello,Florida,United States,FL,US,30.545,-83.8703,1,5/4/17 17:49
800000348,100739,20023977,3000003406,Satellite Beach,Florida,United States,FL,US,28.1758,-80.5903,3,5/4/17 17:49
800000350,22446,20024190,3000003429,Sun City Center,Florida,United States,FL,US,27.7178,-82.3519,2,5/4/17 17:49
800000354,,20024568,3000003462,Winter Park,Florida,United States,FL,US,28.5997,-81.3394,1,5/31/17 12:07
800000357,99632,20025100,3000003514,Blackshear,Georgia,United States,GA,US,31.3058,-82.2422,2,5/4/17 17:49
800000358,,20025671,3000003562,Chickamauga,Georgia,United States,GA,US,34.8711,-85.2908,1,5/4/17 17:49
800000360,,,3000003566,Clarkston,Georgia,United States,GA,US,33.8094,-84.2397,1,5/4/17 17:49
800000361,23411,20025716,3000003567,Claxton,Georgia,United States,GA,US,32.1614,-81.9042,4,5/4/17 17:49
800000362,99789,20025729,3000003570,Cleveland,Georgia,United States,GA,US,34.5969,-83.7633,26,5/4/17 17:49
800000363,,20025759,3000003575,Cochran,Georgia,United States,GA,US,32.3867,-83.3547,3,5/4/17 17:49
800000364,99842,,3000003598,Cuthbert,Georgia,United States,GA,US,31.7711,-84.7894,1,5/4/17 17:49
800000366,667814,20026259,3000003628,East Ellijay,Georgia,United States,GA,US,34.6839,-84.4728,4,5/4/17 17:49
800000367,99908,,3000003630,Eastman,Georgia,United States,GA,US,32.1975,-83.1778,1,5/4/17 17:49
800000374,23166,20026530,3000003649,Fitzgerald,Georgia,United States,GA,US,31.7147,-83.2528,5,5/4/17 17:49
800000375,514357,20026594,3000003654,Folkston,Georgia,United States,GA,US,30.8303,-82.01,3,5/4/17 17:49
800000379,100100,20027069,3000003690,Hartwell,Georgia,United States,GA,US,34.3528,-82.9322,3,5/4/17 17:49
800000381,22674,20027236,3000003699,Hiram,Georgia,United States,GA,US,33.8756,-84.7622,5,5/4/17 17:49
800000385,100230,,3000003732,La Fayette,Georgia,United States,GA,US,34.6958,-85.2326,2,5/4/17 17:49
800000390,100438,20028195,3000003797,Montezuma,Georgia,United States,GA,US,32.305,-84.0275,1,5/4/17 17:49
800000394,,20029235,3000003875,Riverdale,Georgia,United States,GA,US,33.5725,-84.4133,1,5/4/17 17:49
800000395,100684,20029297,3000003880,Rockmart,Georgia,United States,GA,US,34.0025,-85.0417,3,5/4/17 17:49
800000396,,20029373,3000003887,Royston,Georgia,United States,GA,US,34.2869,-83.1103,2,5/4/17 17:49
800000400,,20029700,3000003911,Snellville,Georgia,United States,GA,US,33.8572,-84.02,3,5/4/17 17:49
800000402,,,3000003937,Tallapoosa,Georgia,United States,GA,US,33.7444,-85.2881,1,5/4/17 17:49
800000403,100862,20030177,3000003952,Toccoa,Georgia,United States,GA,US,34.5772,-83.3325,3,5/4/17 17:49
800000405,,20030213,3000003955,Trenton,Georgia,United States,GA,US,34.8719,-85.5092,1,5/4/17 17:49
800000406,23509,20030219,3000003956,Trion,Georgia,United States,GA,US,34.5439,-85.3106,1,5/4/17 17:49
800000411,104975,,3000003988,West Point,Georgia,United States,GA,US,32.8778,-85.1833,1,5/4/17 17:49
800000412,100982,20030658,3000003998,Winder,Georgia,United States,GA,US,33.9925,-83.7203,2,5/4/17 17:49
800000416,,20030878,3000004021,Hana,Hawaii,United States,HI,US,20.7569,-155.9871,5,5/4/17 17:49
800000430,99500,20039843,3000004093,Adair,Iowa,United States,IA,US,41.5006,-94.6433,2,5/4/17 17:49
800000431,99512,20039860,3000004105,Algona,Iowa,United States,IA,US,43.07,-94.2328,4,5/4/17 17:49
800000434,99558,20039922,3000004136,Atlantic,Iowa,United States,IA,US,41.4036,-95.0136,3,5/4/17 17:49
800000435,514451,20039977,3000004158,Bellevue,Iowa,United States,IA,US,42.2586,-90.4228,3,5/4/17 17:49
800000436,99650,20040038,3000004177,Boone,Iowa,United States,IA,US,42.0597,-93.88,3,5/4/17 17:49
800000438,99725,20040148,3000004210,Carroll,Iowa,United States,IA,US,42.0658,-94.8667,4,5/4/17 17:49
800000440,,20040175,3000004222,Centerville,Iowa,United States,IA,US,40.7342,-92.8739,3,5/4/17 17:49
800000441,,20040183,3000004224,Chariton,Iowa,United States,IA,US,41.0139,-93.3064,3,5/4/17 17:49
800000442,99758,20040193,3000004229,Cherokee,Iowa,United States,IA,US,42.7494,-95.5514,2,5/4/17 17:49
800000445,99858,20040328,3000004289,De Witt,Iowa,United States,IA,US,41.8233,-90.5381,2,5/4/17 17:49
800000446,23344,20040331,3000004291,Decorah,Iowa,United States,IA,US,43.3033,-91.7856,6,5/4/17 17:49
800000447,,20040344,3000004300,Denison,Iowa,United States,IA,US,42.0178,-95.355,6,5/4/17 17:49
800000448,22027,20040442,3000004340,Eldridge,Iowa,United States,IA,US,41.6581,-90.5844,1,5/4/17 17:49
800000449,99933,20040467,3000004353,Emmetsburg,Iowa,United States,IA,US,43.1128,-94.6828,2,5/4/17 17:49
800000450,99949,20040478,3000004357,Evansdale,Iowa,United States,IA,US,42.4692,-92.2808,1,5/4/17 17:49
800000452,99956,20040488,3000004363,Fairfield,Iowa,United States,IA,US,41.0086,-91.9625,3,5/4/17 17:49
800000453,99984,20040530,3000004376,Forest City,Iowa,United States,IA,US,43.2625,-93.6369,2,5/4/17 17:49
800000454,99991,20040537,3000004379,Fort Madison,Iowa,United States,IA,US,40.6297,-91.315,6,5/4/17 17:49
800000455,,900051234,3000004427,Hampton,Iowa,United States,IA,US,42.7389,-93.203,1,5/4/17 17:49
800000457,104296,20040766,3000004463,Humboldt,Iowa,United States,IA,US,42.7208,-94.215,1,5/4/17 17:49
800000458,100157,20040775,3000004466,Ida Grove,Iowa,United States,IA,US,42.345,-95.4714,1,5/4/17 17:49
800000459,100162,20040779,3000004468,Independence,Iowa,United States,IA,US,42.4686,-91.8892,2,5/4/17 17:49
800000460,100165,20040782,3000004469,Indianola,Iowa,United States,IA,US,41.3581,-93.5572,3,5/4/17 17:49
800000461,100171,20040789,3000004473,Iowa Falls,Iowa,United States,IA,US,42.521,-93.2637,1,5/4/17 17:49
800000463,,,3000004515,Lamoni,Iowa,United States,IA,US,40.6228,-93.9339,1,5/4/17 17:49
800000464,22784,20040926,3000004527,Le Mars,Iowa,United States,IA,US,42.7942,-96.1653,4,5/4/17 17:49
800000465,100346,20041035,3000004572,Manchester,Iowa,United States,IA,US,42.4842,-91.4553,2,5/4/17 17:49
800000466,100351,20041047,3000004578,Maquoketa,Iowa,United States,IA,US,42.0689,-90.6656,2,5/4/17 17:49
800000468,100356,20041053,3000004583,Marion,Iowa,United States,IA,US,42.0342,-91.5975,2,5/4/17 17:49
800000470,,,3000004596,Mc Gregor,Iowa,United States,IA,US,43.0094,-91.2444,1,5/4/17 17:49
800000472,22061,,3000004618,Missouri Valley,Iowa,United States,IA,US,41.5564,-95.8875,2,5/4/17 17:49
800000473,100463,20041195,3000004640,Mount Vernon,Iowa,United States,IA,US,41.9219,-91.4167,1,5/4/17 17:49
800000475,514212,20041309,3000004684,Orange City,Iowa,United States,IA,US,43.0072,-96.0581,2,5/4/17 17:49
800000476,23607,20041339,3000004695,Ottumwa,Iowa,United States,IA,US,41.02,-92.4113,7,5/4/17 17:49
800000478,514198,20041387,3000004712,Perry,Iowa,United States,IA,US,41.8386,-94.1069,2,5/4/17 17:49
800000480,514161,,3000004786,Saint Ansgar,Iowa,United States,IA,US,43.3783,-92.9186,1,5/4/17 17:49
800000481,100760,,3000004802,Sergeant Bluff,Iowa,United States,IA,US,42.4039,-96.3583,1,5/4/17 17:49
800000482,23453,20041643,3000004809,Sheldon,Iowa,United States,IA,US,43.1811,-95.8558,3,5/4/17 17:49
800000483,104762,20041646,3000004812,Shenandoah,Iowa,United States,IA,US,40.7656,-95.3719,2,5/4/17 17:49
800000484,79663,20041662,3000004818,Sioux Center,Iowa,United States,IA,US,43.0797,-96.1753,2,5/4/17 17:49
800000485,100814,20041688,3000004829,Spencer,Iowa,United States,IA,US,43.1414,-95.1442,6,5/4/17 17:49
800000486,23349,,3000004831,Spirit Lake,Iowa,United States,IA,US,43.4222,-95.1019,3,5/4/17 17:49
800000487,100827,20041728,3000004845,Story City,Iowa,United States,IA,US,42.1872,-93.5956,2,5/4/17 17:49
800000488,100833,20041737,3000004848,Stuart,Iowa,United States,IA,US,41.5033,-94.3183,1,5/4/17 17:49
800000489,100863,20041799,3000004871,Toledo,Iowa,United States,IA,US,41.9956,-92.5767,2,5/4/17 17:49
800000490,23240,20041886,3000004900,Walnut,Iowa,United States,IA,US,41.4775,-95.2217,2,5/4/17 17:49
800000492,100924,20041914,3000004910,Waverly,Iowa,United States,IA,US,42.7258,-92.4753,4,5/4/17 17:49
800000493,23292,20041920,3000004914,Webster City,Iowa,United States,IA,US,42.4663,-93.8252,2,5/4/17 17:49
800000496,100970,,3000004938,Williams,Iowa,United States,IA,US,42.4883,-93.5447,1,5/4/17 17:49
800000497,,20041974,3000004939,Williamsburg,Iowa,United States,IA,US,41.6611,-92.0089,5,5/4/17 17:49
800000501,,,3000005049,Heyburn,Idaho,United States,ID,US,42.5586,-113.763,1,5/4/17 17:49
800000502,104388,20031985,3000005073,Lava Hot Springs,Idaho,United States,ID,US,42.6194,-112.01,10,5/4/17 17:49
800000503,,,3000005086,Mc Call,Idaho,United States,ID,US,44.812,-115.4734,4,5/4/17 17:49
800000504,104594,,3000005117,Orofino,Idaho,United States,ID,US,46.4794,-116.254,1,5/4/17 17:49
800000507,23173,,3000005175,Wallace,Idaho,United States,ID,US,47.4742,-115.927,2,5/4/17 17:49
800000511,103870,20032650,3000005218,Arcola,Illinois,United States,IL,US,39.6847,-88.3064,3,5/4/17 17:49
800000512,671567,20032678,3000005236,Atlanta,Illinois,United States,IL,US,40.2594,-89.2333,1,5/4/17 17:49
800000515,,20032784,3000005263,Belleville,Illinois,United States,IL,US,38.52,-89.9839,2,5/4/17 17:49
